,phrases,w1,w2
79007,new roof,new,roof
66116,new town,new,town
50907,new fear,new,fear
759,new policy,new,policy
22020,new production,new,production
15109,new travel,new,travel
46977,new fact,new,fact
15774,new employee,new,employee
79020,new period,new,period
15763,new vehicle,new,vehicle
53561,new side,new,side
61195,new memory,new,memory
29335,new campus,new,campus
1409,new regulation,new,regulation
20459,new focus,new,focus
778,new technology,new,technology
47888,new content,new,content
37474,new politics,new,politics
60222,new responsibility,new,responsibility
16984,new treatment,new,treatment
2956,new member,new,member
33293,new defense,new,defense
77589,new franchise,new,franchise
22966,new field,new,field
24830,new military,new,military
2396,new low,new,low
2394,new season,new,season
33298,new child,new,child
39445,new bathroom,new,bathroom
4977,new revelation,new,revelation
33269,new photo,new,photo
42702,new force,new,force
4995,new market,new,market
151,new administration,new,administration
59227,new talk,new,talk
49338,new century,new,century
10376,new student,new,student
2388,new plan,new,plan
77033,new wind,new,wind
2952,new voter,new,voter
49295,new result,new,result
30245,new cabinet,new,cabinet
4770,new standard,new,standard
69788,new disclosure,new,disclosure
26617,new title,new,title
22712,new plane,new,plane
64475,new enforcement,new,enforcement
13925,new revenue,new,revenue
85547,new messaging,new,message
92873,new principal,new,principal
11543,new effort,new,effort
111,new book,new,book
69718,new web,new,web
2944,new company,new,company
69699,new event,new,event
64503,new labor,new,labor
16968,new option,new,option
21639,new problem,new,problem
59169,new rate,new,rate
99679,new suspect,new,suspect
19716,new test,new,test
93775,new authority,new,authority
99524,new consensus,new,consensus
4996,new round,new,round
88948,new radical,new,radical
38299,new civil,new,civil
44968,new person,new,person
10423,new apartment,new,apartment
6001,new hire,new,hire
30133,new pressure,new,pressure
5012,new federal,new,federal
94099,new tour,new,tour
39527,new software,new,software
19145,new patient,new,patient
86178,new operation,new,operation
5958,new tool,new,tool
2311,new executive,new,executive
94187,new income,new,income
22613,new infrastructure,new,infrastructure
6423,new head,new,head
88183,new enemy,new,enemy
34069,new woman,new,woman
49713,new jail,new,jail
80886,new liberal,new,liberal
6399,new record,new,record
44971,new majority,new,majority
76991,new stream,new,stream
4728,new team,new,team
92739,new uncertainty,new,uncertainty
6369,new office,new,office
92738,new penalty,new,penalty
8522,new novel,new,novel
170,new president,new,president
2366,new government,new,government
76970,new respect,new,respect
22656,new host,new,host
4999,new building,new,building
17011,new space,new,space
26557,new demand,new,demand
2362,new show,new,show
16486,new ban,new,ban
2360,new approach,new,approach
6013,new paper,new,paper
48768,new base,new,base
86153,new gender,new,gender
45599,new stage,new,stage
19670,new device,new,device
88757,new parliament,new,parliament
77533,new response,new,response
64159,new wing,new,wing
2782,new feature,new,feature
2645,new product,new,product
24637,new offering,new,offering
81531,new view,new,view
54936,new college,new,college
4844,new measure,new,measure
4893,new state,new,state
13731,new budget,new,budget
2615,new set,new,set
48959,new referendum,new,referendum
2610,new film,new,film
4898,new strategy,new,strategy
85950,new point,new,point
21529,new start,new,start
16715,new style,new,style
13586,new money,new,money
85980,new bar,new,bar
45339,new driver,new,driver
39080,new crisis,new,crisis
81246,new terrorist,new,terrorist
77343,new argument,new,argument
24692,new artist,new,artist
10228,new customer,new,customer
54873,new situation,new,situation
45229,new page,new,page
99991,new privacy,new,privacy
10232,new trend,new,trend
10235,new account,new,account
2707,new position,new,position
30386,new candidate,new,candidate
13672,new weapon,new,weapon
22794,new push,new,push
2708,new national,new,national
33535,new application,new,application
19514,new movement,new,movement
58628,new neighborhood,new,neighborhood
38967,new studio,new,studio
8399,new trade,new,trade
33429,new body,new,body
6120,new high,new,high
77387,new marketing,new,marketing
70053,new profile,new,profile
2591,new sanction,new,sanction
30333,new refugee,new,refugee
30573,new financial,new,financial
54772,new domestic,new,domestic
58366,new voting,new,voting
70524,new weekly,new,weekly
13470,new recruit,new,recruit
30577,new step,new,step
39232,new land,new,land
22912,new target,new,target
77128,new minister,new,minister
2482,new evidence,new,evidence
2865,new business,new,business
4780,new name,new,name
2479,new wave,new,wave
43107,new oil,new,oil
48902,new code,new,code
26857,new nation,new,nation
38606,new date,new,date
19655,new image,new,image
74501,new ride,new,ride
2520,new episode,new,episode
26503,new favorite,new,favorite
55008,new man,new,man
2844,new series,new,series
6093,new place,new,place
42893,new lawyer,new,lawyer
10285,new lawsuit,new,lawsuit
2817,new detail,new,detail
58869,new hearing,new,hearing
48946,new footage,new,footage
2566,new email,new,email
33662,new ally,new,ally
54980,new disease,new,disease
86001,new rental,new,rental
81597,new fire,new,fire
54985,new officer,new,officer
64309,new address,new,address
58884,new shop,new,shop
10306,new story,new,story
93519,new trading,new,trading
77444,new ship,new,ship
30533,new migrant,new,migrant
4933,new model,new,model
30282,new residential,new,residential
70845,new cell,new,cell
2323,new system,new,system
94211,new subscription,new,subscription
53073,new water,new,water
44683,new cover,new,cover
27845,new road,new,road
85047,new criminal,new,criminal
78096,new attempt,new,attempt
87983,new request,new,request
37753,new entry,new,entry
59940,new stock,new,stock
6581,new immigration,new,immigration
49650,new firm,new,firm
8682,new threat,new,threat
40032,new lead,new,lead
46006,new constitutional,new,constitutional
44654,new first,new,first
6630,new gun,new,gun
29854,new debt,new,debt
27791,new coalition,new,coalition
4517,new school,new,school
94783,new brain,new,brain
75011,new practice,new,practice
68859,new consumer,new,consumer
21278,new collection,new,collection
65091,new cost,new,cost
13193,new plant,new,plant
31070,new band,new,band
94649,new prison,new,prison
98962,new camp,new,camp
85106,new democracy,new,democracy
14361,new single,new,single
17263,new family,new,family
59872,new commercial,new,commercial
4557,new power,new,power
5796,new agreement,new,agreement
390,new job,new,job
68887,new park,new,park
3242,new drug,new,drug
16256,new conservative,new,conservative
5780,new chief,new,chief
59859,new witness,new,witness
11969,new language,new,language
43320,new official,new,official
29853,new letter,new,letter
51720,new train,new,train
89280,new announcement,new,announcement
6679,new security,new,security
92000,new congressional,new,congressional
12032,new article,new,article
476,new law,new,law
3339,new car,new,car
40148,new wealth,new,wealth
98719,new setting,new,set
78266,new competition,new,competition
1969,new deal,new,deal
37475,new item,new,item
7912,new class,new,class
20053,new public,new,public
79615,new corporate,new,corporate
28550,new subscriber,new,subscriber
16163,new message,new,message
10608,new baby,new,baby
18726,new course,new,course
21157,new global,new,global
5146,new immigrant,new,immigrant
14470,new resident,new,resident
1984,new album,new,album
457,new rule,new,rule
4486,new data,new,data
34487,new organization,new,organization
98834,new clip,new,clip
2053,new order,new,order
54326,new goal,new,goal
84926,new top,new,top
4477,new group,new,group
16214,new brand,new,brand
51678,new freedom,new,freedom
17335,new attorney,new,attorney
26285,new polling,new,polling
75020,new league,new,league
32959,new review,new,review
1993,new kind,new,kind
32954,new client,new,client
75036,new scandal,new,scandal
86603,new smart,new,smart
1992,new leader,new,leader
20032,new guy,new,guy
3224,new campaign,new,campaign
31057,new offensive,new,offensive
31096,new blood,new,blood
